Unnamed: 0,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
1567,078935,KR7078931003,GS우,KOSPI,,57100,2,-400,-0.7,57500,57800,56400,2939,166953250,101913564600,1784826,STK
1568,041930,KR7041930009,SY동아,KOSDAQ,우량기업부,6700,1,100,1.52,6550,6760,6540,41535,277578180,101840000000,15200000,KSQ
1569,299660,KR7299660001,셀리드,KOSDAQ,기술성장기업부,3450,1,340,10.93,3185,3950,3120,8124106,29280343402,101785270650,29502977,KSQ
1570,352090,KR7352090005,스톰테크,KOSDAQ,우량기업부,3780,1,40,1.07,3740,3790,3700,18791,70194116,101579932440,26872998,KSQ
1571,082850,KR7082850009,우리바이오,KOSDAQ,중견기업부,2095,1,25,1.21,2070,2120,2050,247855,515374175,101516530910,48456578,KSQ
1572,347890,KR7347890006,엠엑스온,KOSDAQ,벤처기업부,5980,1,100,1.7,5990,6100,5960,38752,233391345,101439959920,16963204,KSQ
1573,035610,KR7035610005,솔본,KOSDAQ,투자주의환기종목(소속부없음),3705,1,10,0.27,3680,3715,3680,12103,44735950,101316918885,27345997,KSQ
1574,290660,KR7290660000,다이나믹솔루션,KOSDAQ,기술성장기업부,1204,1,10,0.84,1208,1247,1169,3583123,4343826743,101288284328,84126482,KSQ
1575,302430,KR7302430004,이노메트리,KOSDAQ,벤처기업부,10300,2,-400,-3.74,10700,11540,9900,355551,3785184115,101282042400,9833208,KSQ
1576,058860,KR7058860008,KTis,KOSPI,,2910,1,65,2.28,2845,2920,2835,244124,705568074,101273820000,34802000,STK
1577,228850,KR7228850004,레이언스,KOSDAQ,우량기업부,6080,1,90,1.5,5990,6080,5900,8888,52932830,100873365120,16591014,KSQ
1578,038460,KR7038460002,바이오스마트,KOSDAQ,우량기업부,3990,2,-95,-2.33,4050,4140,3925,387107,1547877346,100845422580,25274542,KSQ
1579,119650,KR7119650000,KC코트렐,KOSPI,,918,0,0,0.0,0,0,0,0,0,100782913662,109785309,STK
1580,311690,KR7311690002,CJ 바이오사이언스,KOSDAQ,기술성장기업부,7710,2,-40,-0.52,7670,7740,7550,22585,172243100,100734712020,13065462,KSQ
1581,041910,KR7041910001,폴라리스AI파마,KOSDAQ,우량기업부,7580,1,40,0.53,7500,8240,7400,3610405,28347050260,100687793000,13283350,KSQ
1582,065530,KR7065530008,와이어블,KOSDAQ,우량기업부,2100,2,-20,-0.94,2120,2205,2025,687560,1449480218,100461393900,47838759,KSQ
1583,004840,KR7004840005,DRB동일,KOSPI,,5200,2,-50,-0.95,5160,5300,5050,59892,308442740,100216292800,19272364,STK
1584,201490,KR7201490000,미투온,KOSDAQ,중견기업부,3070,2,-65,-2.07,3135,3160,3055,382723,1183057855,100062996700,32593810,KSQ
1585,019990,KR7019990001,에너토크,KOSDAQ,중견기업부,10250,2,-620,-5.7,10870,10870,10010,257588,2651143850,99999902000,9756088,KSQ
1586,031820,KR7031820004,아이티센씨티에스,KOSPI,,8240,1,740,9.87,7500,8400,7430,405977,3226985730,99746403040,12105146,STK
1587,234300,KR7234300002,에스트래픽,KOSDAQ,우량기업부,3665,1,40,1.1,3625,3700,3590,99424,363408655,99716513700,27207780,KSQ
1588,037440,KR7037440005,희림,KOSDAQ,우량기업부,7160,2,-300,-4.02,6990,7400,6900,6909467,49262290155,99684921000,13922475,KSQ
1589,043610,KR7043610005,KT지니뮤직,KOSDAQ,중견기업부,1715,1,20,1.18,1727,1727,1680,31567,53651873,99667976170,58115438,KSQ
1590,025550,KR7025550005,한국선재,KOSDAQ,중견기업부,3905,2,-5,-0.13,3845,4025,3830,669469,2632521296,99632185620,25514004,KSQ
1591,004590,KR7004590006,한국가구,KOSDAQ,중견기업부,6640,1,590,9.75,6120,6640,6000,278583,1801840320,99600000000,15000000,KSQ
1592,084650,KR7084650001,랩지노믹스,KOSDAQ,중견기업부,1341,1,88,7.02,1290,1500,1255,21634012,30440145032,99555826590,74239990,KSQ
1593,014970,KR7014970008,삼륭물산,KOSDAQ,중견기업부,6710,2,-50,-0.74,6760,6940,6700,32827,222588700,99475750000,14825000,KSQ
1594,007460,KR7007460009,에이프로젠,KOSPI,,4530,2,-540,-10.65,5070,5350,4450,1709513,8255740930,99450116040,21953668,STK
1595,246720,KR7246720007,아스타,KOSDAQ,관리종목(소속부없음),6070,0,0,0.0,0,0,0,0,0,99434491000,16381300,KSQ
1596,134580,KR7134580000,탑코미디어,KOSDAQ,중견기업부,2015,1,56,2.86,2010,2140,1959,919691,1887763594,99327710235,49294149,KSQ
1597,002700,KR7002700003,신일전자,KOSPI,,1418,1,1,0.07,1417,1448,1412,639508,914109541,99327384778,70047521,STK
1598,173130,KR7173130006,오파스넷,KOSDAQ,중견기업부,7590,2,-250,-3.19,7800,7830,7480,188438,1430420315,99022730070,13046473,KSQ
1599,007980,KR7007980006,TP,KOSPI,,2105,1,5,0.24,2095,2135,2070,323277,679900317,98718921750,46897350,STK
1600,263600,KR7263600009,덕우전자,KOSDAQ,중견기업부,6190,1,200,3.34,6190,6270,5840,78095,475257520,98608618900,15930310,KSQ
1601,140070,KR7140070004,서플러스글로벌,KOSDAQ,벤처기업부,2665,1,75,2.9,2600,2710,2525,252190,662716428,98573020000,36988000,KSQ
1602,305090,KR7305090003,마이크로디지탈,KOSDAQ,기술성장기업부,5300,2,-310,-5.53,5660,5670,5200,131789,706588190,98553791500,18595055,KSQ
1603,091440,KR7091440008,한울소재과학,KOSDAQ,투자주의환기종목(소속부없음),3090,1,30,0.98,3060,3150,3010,192755,591771350,98256750090,31798301,KSQ
1604,241690,KR7241690007,유니테크노,KOSDAQ,우량기업부,4010,1,120,3.08,3880,4050,3860,168392,672442832,98127531060,24470706,KSQ
1605,049480,KR7049480007,오픈베이스,KOSDAQ,우량기업부,3120,2,-100,-3.11,3255,3270,3110,883136,2802412119,98037834960,31422383,KSQ
1606,019540,KR7019540004,일지테크,KOSDAQ,우량기업부,7250,1,130,1.83,7140,7400,7030,175903,1271068810,97972875000,13513500,KSQ
1607,039610,KR7039610001,화성밸브,KOSDAQ,우량기업부,9410,2,-330,-3.39,9660,9700,9190,180094,1683290145,97961864000,10410400,KSQ
1608,006890,KR7006890008,태경케미컬,KOSPI,,8440,1,50,0.6,8400,8520,8340,39989,335484840,97904000000,11600000,STK
1609,001260,KR7001260009,남광토건,KOSPI,,9930,2,-90,-0.9,9830,10500,9600,46465,454252290,97637439960,9832572,STK
1610,058630,KR7058630005,엠게임,KOSDAQ,우량기업부,5070,2,-50,-0.98,5120,5120,5020,49109,248548505,97357050180,19202574,KSQ
1611,093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,5230,1,90,1.75,5190,5230,5100,52494,269492155,97278000000,18600000,KSQ
1612,066790,KR7066790007,씨씨에스,KOSDAQ,관리종목(소속부없음),1493,0,0,0.0,0,0,0,0,0,97271994227,65152039,KSQ
1613,013360,KR7013360003,일성건설,KOSPI,,1799,2,-56,-3.02,1855,1855,1773,398998,713187454,97190759120,54024880,STK
1614,251630,KR7251630000,브이원텍,KOSDAQ,벤처기업부,6090,1,200,3.4,5910,6200,5880,76993,467312270,97092175740,15942886,KSQ
1615,009180,KR7009180001,한솔로지스틱스,KOSPI,,3440,2,-5,-0.15,3445,3500,3380,119838,413076878,96856038000,28155825,STK
1616,391710,KR7391710001,코닉오토메이션,KOSDAQ,벤처기업부,2270,1,5,0.22,2285,2425,2230,727164,1696725692,96748466900,42620470,KSQ
1617,124560,KR7124560004,태웅로직스,KOSDAQ,우량기업부,2495,2,-5,-0.2,2480,2515,2475,55891,139103430,96608423445,38720811,KSQ
1618,038680,KR7038680005,에스넷,KOSDAQ,우량기업부,4850,2,-190,-3.77,5070,5320,4825,1203937,6029267969,96576313700,19912642,KSQ
1619,067370,KR7067370007,선바이오,KOSDAQ,기술성장기업부,7920,1,470,6.31,7230,7930,6900,62288,453425650,96572955600,12193555,KSQ
1620,068240,KR7068240001,다원시스,KOSDAQ,관리종목(소속부없음),2530,0,0,0.0,0,0,0,0,0,96553495610,38163437,KSQ
1621,055490,KR7055490007,테이팩스,KOSPI,,20200,2,-850,-4.04,20900,20900,19900,43801,884309725,96346930000,4769650,STK
1622,212710,KR7212710008,아이에스티이,KOSDAQ,기술성장기업부,9980,2,-440,-4.22,10330,10330,9920,227052,2288249235,96037320440,9622978,KSQ
1623,023000,KR7023000003,삼원강재,KOSPI,,2400,2,-5,-0.21,2390,2420,2365,28643,68399492,96000000000,40000000,STK
1624,348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,4935,1,30,0.61,4910,5020,4900,47232,233276849,95832217215,19418889,KSQ
1625,012700,KR7012700001,리드코프,KOSDAQ,우량기업부,3650,1,15,0.41,3620,3665,3585,76780,277599533,95611209800,26194852,KSQ
1626,004650,KR7004650008,창해에탄올,KOSDAQ,우량기업부,10400,1,40,0.39,10340,10460,10320,52844,548407220,95585204000,9190885,KSQ
1627,000180,KR7000180000,성창기업지주,KOSPI,,6850,2,-10,-0.15,6860,7000,6790,22032,152165560,95559692000,13950320,STK
1628,002720,KR7002720001,국제약품,KOSPI,,4515,1,25,0.56,4485,4575,4475,68144,307678827,95536641480,21159832,STK
1629,020710,KR7020710000,시공테크,KOSDAQ,우량기업부,4765,2,-80,-1.65,4810,4865,4695,243149,1157595134,95528577050,20047970,KSQ
1630,100220,KR7100220003,비상교육,KOSPI,,7350,1,120,1.66,7130,7460,7130,53796,394378890,95526046350,12996741,STK
1631,120240,KR7120240007,대정화금,KOSDAQ,우량기업부,13270,3,0,0.0,13400,13400,13190,18560,246083360,95416488570,7190391,KSQ
1632,315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,3245,2,-75,-2.26,3300,3390,3230,370711,1212125456,95312892840,29372232,KSQ
1633,033130,KR7033130006,디지틀조선,KOSDAQ,중견기업부,2565,2,-50,-1.91,2605,2665,2490,235965,606664046,95200659855,37115267,KSQ
1634,014440,KR7014440002,영보화학,KOSPI,,4760,1,55,1.17,4705,4760,4650,47368,222546520,95200000000,20000000,STK
1635,072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,10050,1,160,1.62,9900,10090,9900,53486,535151140,95059804350,9458687,KSQ
1636,461030,KR7461030009,아이엠비디엑스,KOSDAQ,기술성장기업부,6620,2,-110,-1.63,6700,6930,6600,46160,310180510,94894502540,14334517,KSQ
1637,054670,KR7054670005,대한뉴팜,KOSDAQ,우량기업부,6610,1,60,0.92,6560,6670,6540,61018,403038420,94886021200,14354920,KSQ
1638,096775,KR7096771001,SK이노베이션우,KOSPI,,75900,1,200,0.26,75700,76500,74800,6973,529627850,94755533400,1248426,STK
1639,010960,KR7010960003,삼호개발,KOSPI,,3925,2,-20,-0.51,3950,3975,3900,31282,122959925,94671000000,24120000,STK
1640,066430,KR7066430000,아이로보틱스,KOSDAQ,중견기업부,2415,1,290,13.65,2130,2540,2125,4919388,11839272916,94555644540,39153476,KSQ
1641,459100,KR7459100004,위츠,KOSDAQ,중견기업부,7020,1,110,1.59,6900,7280,6790,230893,1621546670,94532022000,13466100,KSQ
1642,137950,KR7137950002,제이씨케미칼,KOSDAQ,우량기업부,4245,2,-5,-0.12,4270,4350,4230,141526,605706797,94526870430,22267814,KSQ
1643,036630,KR7036630002,세종텔레콤,KOSDAQ,우량기업부,9440,1,10,0.11,9430,9960,9410,4723,44782235,94400000000,10000000,KSQ
1644,003010,KR7003010006,혜인,KOSPI,,7410,2,-510,-6.44,7490,7620,7300,900560,6681858405,94201455270,12712747,STK
1645,170030,KR7170030001,현대공업,KOSDAQ,우량기업부,6140,2,-40,-0.65,6050,6450,6000,719083,4513849505,94187600000,15340000,KSQ
1646,033230,KR7033230004,인성정보,KOSDAQ,중견기업부,1864,2,-57,-2.97,1921,1965,1835,825522,1556282268,94160668320,50515380,KSQ
1647,011150,KR7011150000,CJ씨푸드,KOSPI,,2620,3,0,0.0,2620,2630,2600,102719,268363985,94138625260,35930773,STK
1648,175140,KR7175140003,휴먼테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),3770,1,5,0.13,3890,3910,3720,55551,210856926,94039833810,24944253,KSQ
1649,002210,KR7002210003,동성제약,KOSPI,,973,0,0,0.0,0,0,0,0,0,94010780311,96619507,STK
1650,039010,KR7039010004,현대에이치티,KOSDAQ,우량기업부,10860,2,-160,-1.45,11030,11150,10610,49944,538984910,93667500000,8625000,KSQ
1651,084730,KR7084730001,팅크웨어,KOSDAQ,중견기업부,8430,2,-60,-0.71,8450,8500,8340,25149,210958650,93652444320,11109424,KSQ
1652,040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,5970,3,0,0.0,5970,6040,5960,22618,135132430,93594985440,15677552,KSQ
1653,382150,KR7382150001,온코크로스,KOSDAQ,기술성장기업부,7660,2,-210,-2.67,7870,8060,7540,121455,941933795,93421030620,12195957,KSQ
1654,048430,KR7048430003,유라테크,KOSDAQ,우량기업부,8090,1,120,1.51,8020,8140,7900,39807,319434090,93196800000,11520000,KSQ
1655,071670,KR7071670004,에이테크솔루션,KOSDAQ,중견기업부,9300,1,610,7.02,8820,9300,8750,116406,1057700255,93000000000,10000000,KSQ
1656,004890,KR7004890000,동일산업,KOSPI,,38250,1,150,0.39,38500,38600,37700,1129,42930350,92764473750,2425215,STK
1657,058400,KR7058400003,KNN,KOSDAQ,우량기업부,698,2,-9,-1.27,707,710,680,1054908,729647687,92435944560,132429720,KSQ
1658,291650,KR7291650000,압타머사이언스,KOSDAQ,기술성장기업부,1512,2,-140,-8.47,1652,1733,1510,281631,438718242,92291333904,61039242,KSQ
1659,085310,KR7085310001,엔케이,KOSPI,,1169,0,0,0.0,0,0,0,0,0,92211096418,78880322,STK
1660,044340,KR7044340008,위닉스,KOSDAQ,중견기업부,5150,1,80,1.58,5070,5150,5050,26311,134307310,92048138750,17873425,KSQ
1661,192250,KR7192250009,케이사인,KOSDAQ,벤처기업부,13020,2,-30,-0.23,13060,13240,12810,87767,1142333460,92013967500,7067125,KSQ
1662,000590,KR7000590000,CS홀딩스,KOSPI,,79700,1,100,0.13,79600,79800,79200,352,27986600,92012215400,1154482,STK
1663,347860,KR7347860009,알체라,KOSDAQ,중견기업부,2375,2,-60,-2.46,2435,2485,2340,598063,1429206967,91938532375,38710961,KSQ
1664,054040,KR7054040001,한국컴퓨터,KOSDAQ,우량기업부,5720,1,120,2.14,5620,5800,5600,53535,305915590,91927778800,16071290,KSQ
1665,024830,KR7024830002,세원물산,KOSDAQ,관리종목(소속부없음),11000,1,70,0.64,10800,11030,10800,582,6332870,91850000000,8350000,KSQ
1666,004440,KR7004440004,삼일씨엔에스,KOSPI,,7200,2,-40,-0.55,7100,7370,7080,46102,331701695,91670018400,12731947,STK
1667,048910,KR7048910004,대원미디어,KOSDAQ,우량기업부,7270,1,60,0.83,7210,7290,7160,52875,381829840,91448937420,12578946,KSQ
1668,110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,3900,2,-5,-0.13,3920,3920,3895,4667,18196575,91380744000,23430960,KSQ
1669,189860,KR7189860000,서전기전,KOSDAQ,벤처기업부,9410,2,-340,-3.49,9650,10530,9120,1258221,12294049150,91265519800,9698780,KSQ
1670,347000,KR7347000002,센코,KOSDAQ,기술성장기업부,2410,2,-20,-0.82,2420,2460,2370,303723,730237852,91124138860,37810846,KSQ
1671,453860,KR7453860009,에이에스텍,KOSDAQ,벤처기업부,14120,3,0,0.0,14090,14190,13510,11711,164051640,90995252760,6444423,KSQ
1672,302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,2940,2,-10,-0.34,2995,3000,2880,87434,257706790,90867021000,30907150,KSQ
1673,104040,KR7104040001,디에스엠,KOSDAQ,벤처기업부,677,0,0,0.0,0,0,0,0,0,90763918202,134067826,KSQ
1674,067570,KR7067570002,엔브이에이치코리아,KOSDAQ,중견기업부,2150,1,25,1.18,2130,2185,2120,101562,218523704,90665500000,42170000,KSQ
1675,094940,KR7094940004,푸른기술,KOSDAQ,벤처기업부,10810,1,220,2.08,10650,11370,10640,557310,6130726830,90386582660,8361386,KSQ
1676,025560,KR7025560004,미래산업,KOSPI,,17730,2,-570,-3.11,18500,18590,16960,110807,1964241680,90260380440,5090828,STK
1677,033320,KR7033320003,제이씨현시스템,KOSDAQ,벤처기업부,4720,2,-85,-1.77,4805,4825,4710,140418,665526437,90220119040,19114432,KSQ
1678,241790,KR7241790005,티이엠씨씨엔에스,KOSDAQ,우량기업부,9000,2,-40,-0.44,8940,9040,8720,68963,612679690,90023706000,10002634,KSQ
1679,014950,KR7014950000,삼익제약,KOSDAQ,벤처기업부,8980,1,510,6.02,8580,9000,8410,79121,690875520,89868140240,10007588,KSQ
1680,005750,KR7005750005,대림바스,KOSPI,,5380,2,-100,-1.82,5480,5480,5310,38283,205501780,89696651200,16672240,STK
1681,299170,KR7299170001,더블유에스아이,KOSDAQ,중견기업부,2160,2,-5,-0.23,2165,2180,2105,510769,1092866555,89664382080,41511288,KSQ
1682,083790,KR7083790006,CG인바이츠,KOSDAQ,벤처기업부,1166,2,-4,-0.34,1180,1181,1155,145075,169346904,89658616212,76894182,KSQ
1683,046210,KR7046210001,HLB파나진,KOSDAQ,벤처기업부,1969,2,-61,-3.0,2030,2030,1959,158592,313628345,89644553240,45527960,KSQ
1684,290670,KR7290670009,대보마그네틱,KOSDAQ,중견기업부,11400,2,-300,-2.56,11680,11690,11340,26493,302724925,89577324000,7857660,KSQ
1685,126880,KR7126880004,제이엔케이글로벌,KOSDAQ,우량기업부,3860,2,-10,-0.26,3930,3930,3780,156364,597621515,89570925580,23204903,KSQ
1686,071090,KR7071090005,하이스틸,KOSPI,,4420,2,-180,-3.91,4520,4525,4385,431108,1910990445,89246301820,20191471,STK
1687,203690,KR7203690003,아크솔루션스,KOSDAQ,관리종목(소속부없음),4425,0,0,0.0,0,0,0,0,0,89196141000,20157320,KSQ
1688,060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,3665,2,-10,-0.27,3680,3725,3610,45901,167310510,88623438300,24181020,KSQ
1689,013870,KR7013870001,지엠비코리아,KOSPI,,4630,1,30,0.65,4600,4695,4530,66676,308695677,88304656400,19072280,STK
1690,032850,KR7032850000,비트컴퓨터,KOSDAQ,벤처기업부,5300,1,100,1.92,5230,5340,5180,103344,544779725,88103452900,16623293,KSQ
1691,004720,KR7004720009,팜젠사이언스,KOSPI,,4010,1,10,0.25,4080,4080,3950,60667,241977745,88037553020,21954502,STK
1692,109070,KR7109070003,주성코퍼레이션,KOSPI,,1666,2,-18,-1.07,1687,1790,1600,663045,1122792043,87981843180,52810230,STK
1693,348080,KR7348080003,큐라티스,KOSDAQ,중견기업부,762,3,0,0.0,762,789,740,242681,183965946,87972733122,115449781,KSQ
1694,408900,KR7408900009,스튜디오미르,KOSDAQ,중견기업부,2685,2,-50,-1.83,2740,2805,2685,294953,805295767,87941614365,32752929,KSQ
1695,011320,KR7011320009,유니크,KOSDAQ,우량기업부,4550,2,-85,-1.83,4635,4635,4540,23527,107277440,87909162250,19320695,KSQ
1696,052900,KR7052900008,KX하이텍,KOSDAQ,우량기업부,1265,2,-30,-2.32,1280,1310,1241,790622,1002650320,87893758480,69481232,KSQ
1697,061040,KR7061040002,알에프텍,KOSDAQ,중견기업부,1937,0,0,0.0,0,0,0,0,0,87632039755,45241115,KSQ
1698,002600,KR7002600005,조흥,KOSPI,,146000,1,600,0.41,145900,146200,145000,159,23117400,87600000000,600000,STK
1699,001560,KR7001560002,제일연마,KOSPI,,11520,1,170,1.5,12020,12020,11310,7214,82031640,87552000000,7600000,STK
1700,171120,KR7171120009,라이온켐텍,KOSDAQ,우량기업부,2435,1,25,1.04,2410,2495,2385,625062,1525372934,87420785600,35901760,KSQ
1701,023810,KR7023810005,인팩,KOSPI,,8740,1,80,0.92,8660,8860,8500,54468,474779510,87400000000,10000000,STK
1702,128660,KR7128660008,피제이메탈,KOSDAQ,우량기업부,3520,3,0,0.0,3520,3600,3455,203747,716420136,87307858880,24803369,KSQ
1703,338100,KR7338100001,NH프라임리츠,KOSPI,,4660,1,5,0.11,4730,4730,4620,51365,239050865,86955600000,18660000,STK
1704,142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,3995,1,165,4.31,3930,4190,3855,826567,3317770220,86858994370,21741926,KSQ
1705,217500,KR7217500008,러셀,KOSDAQ,벤처기업부,2730,1,120,4.6,2630,2985,2620,1881448,5314072060,86846760000,31812000,KSQ
1706,227950,KR7227950003,엔투텍,KOSDAQ,벤처기업부,503,0,0,0.0,0,0,0,0,0,86788146641,172541047,KSQ
1707,451250,KR7451250005,삐아,KOSDAQ,벤처기업부,8480,3,0,0.0,8800,8900,8480,40944,351591045,86715436960,10225877,KSQ
1708,478560,KR7478560006,블랙야크아이앤씨,KOSDAQ,벤처기업부,3350,2,-30,-0.89,3385,3425,3350,56330,190747275,86531498300,25830298,KSQ
1709,065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,7530,2,-130,-1.7,7680,7680,7460,71637,538871200,86488548390,11485863,KSQ
1710,060560,KR7060560000,HC홈센타,KOSDAQ,중견기업부,3405,2,-100,-2.85,3505,3505,3275,53437,178208790,86446143405,25388001,KSQ
1711,214270,KR7214270001,FSN,KOSDAQ,중견기업부,1908,2,-11,-0.57,1904,1945,1900,124715,238524317,86345748180,45254585,KSQ
1712,000105,KR7000101006,유한양행우,KOSPI,,73000,2,-1700,-2.28,74700,75000,72900,5355,392944000,86208620000,1180940,STK
1713,263800,KR7263800005,데이타솔루션,KOSDAQ,중견기업부,5310,2,-70,-1.3,5310,5490,5290,108876,581001940,86156767800,16225380,KSQ
1714,229000,KR7229000005,젠큐릭스,KOSDAQ,기술성장기업부,3675,2,-160,-4.17,4500,4985,3675,25607562,109769201309,86098506375,23428165,KSQ
1715,130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,5590,1,30,0.54,5670,5670,5540,6195,34619120,86086000000,15400000,KSQ
1716,081150,KR7081150005,티플랙스,KOSDAQ,중견기업부,3540,2,-80,-2.21,3600,3660,3535,143122,512155775,85910143080,24268402,KSQ
1717,111380,KR7111380002,동인기연,KOSPI,,13980,1,90,0.65,13890,13980,13720,9625,132999745,85669440000,6128000,STK
1718,067170,KR7067170001,오텍,KOSDAQ,중견기업부,3515,4,810,29.94,2710,3515,2650,5559299,18701732617,85427899180,24303812,KSQ
1719,216050,KR7216050005,인크로스,KOSDAQ,중견기업부,6640,1,60,0.91,6600,6640,6500,20869,137047410,85278994080,12843222,KSQ
1720,109080,KR7109080002,옵티시스,KOSDAQ,벤처기업부,15130,2,-360,-2.32,15550,15830,14600,149811,2254158095,85272680000,5636000,KSQ
1721,480370,KR7480370006,씨케이솔루션,KOSPI,,2610,3,0,0.0,2580,2635,2505,223773,579403930,84776474880,32481408,STK
1722,036640,KR7036640001,HRS,KOSDAQ,우량기업부,5170,2,-10,-0.19,5150,5180,5130,39532,203676570,84554316000,16354800,KSQ
1723,002800,KR7002800001,신신제약,KOSDAQ,우량기업부,5570,1,60,1.09,5570,5590,5450,47340,260962005,84499685000,15170500,KSQ
1724,018500,KR7018500009,동원금속,KOSPI,,1807,1,8,0.44,1805,1849,1796,312266,568768500,84486163931,46754933,STK
1725,102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,3100,2,-10,-0.32,3095,3125,3060,63320,195092926,84410551000,27229210,KSQ
1726,007280,KR7007280001,한국특강,KOSPI,,2775,2,-215,-7.19,2965,2965,2760,90921,254413933,84378467625,30406655,STK
1727,215360,KR7215360009,우리산업,KOSDAQ,우량기업부,9220,1,60,0.66,9160,9580,9100,70884,660609200,84198542860,9132163,KSQ
1728,053280,KR7053280004,예스24,KOSDAQ,중견기업부,3365,3,0,0.0,3370,3380,3360,21841,73510989,84125000000,25000000,KSQ
1729,017650,KR7017650003,대림제지,KOSDAQ,우량기업부,9570,2,-30,-0.31,9600,9600,9400,10076,95119680,84072450000,8785000,KSQ
1730,036090,KR7036090009,위지트,KOSDAQ,중견기업부,710,0,0,0.0,0,0,0,0,0,84058521640,118392284,KSQ
1731,187420,KR7187420005,HLB제넥스,KOSDAQ,기술성장기업부,2660,2,-75,-2.74,2735,2735,2610,119391,316414780,84018512620,31585907,KSQ
1732,479960,KR7479960007,위너스일렉,KOSDAQ,중견기업부,12260,1,70,0.57,12210,12740,12010,88742,1099195440,83993260000,6851000,KSQ
1733,049180,KR7049180003,셀루메드,KOSDAQ,투자주의환기종목(소속부없음),1009,0,0,0.0,0,0,0,0,0,83948814126,83200014,KSQ
1734,378800,KR7378800007,샤페론,KOSDAQ,기술성장기업부,1815,2,-35,-1.89,1850,1880,1780,601708,1091001751,83931101265,46243031,KSQ
1735,246690,KR7246690002,TS인베스트먼트,KOSDAQ,중견기업부,1785,2,-21,-1.16,1805,1970,1750,2073123,3829409702,83842274670,46970462,KSQ
1736,183490,KR7183490002,엔지켐생명과학,KOSDAQ,관리종목(소속부없음),990,0,0,0.0,0,0,0,0,0,83793832650,84640235,KSQ
1737,222110,KR7222110009,팬젠,KOSDAQ,기술성장기업부,6200,1,430,7.45,5780,6380,5650,297502,1825428450,83664021400,13494197,KSQ
1738,214260,KR7214260002,라파스,KOSDAQ,기술성장기업부,9370,1,290,3.19,9200,9540,9020,27739,256425655,83603478310,8922463,KSQ
1739,452200,KR7452200009,민테크,KOSDAQ,기술성장기업부,3450,4,795,29.94,2840,3450,2840,5835534,18726828849,83603160000,24232800,KSQ
1740,099220,KR7099220006,SDN,KOSDAQ,중견기업부,1282,2,-10,-0.77,1294,1308,1264,521334,665545509,83258656700,64944350,KSQ
1741,010280,KR7010280006,아이티센엔텍,KOSDAQ,우량기업부,6390,1,590,10.17,5840,6430,5710,280615,1730602320,83228197230,13024757,KSQ
1742,120115,KR7120111000,코오롱인더우,KOSPI,,30050,2,-700,-2.28,30750,30800,29750,17893,539997225,83174193000,2767860,STK
1743,016250,KR7016250003,SGC E&C,KOSDAQ,중견기업부,16460,2,-620,-3.63,16950,16960,16230,15219,251112880,82908789560,5036986,KSQ
1744,443250,KR7443250006,레뷰코퍼레이션,KOSDAQ,벤처기업부,7440,2,-60,-0.8,7500,7570,7360,21849,161883050,82864934400,11137760,KSQ
1745,000850,KR7000850008,화천기공,KOSPI,,37500,2,-50,-0.13,37400,37700,36800,8085,300689450,82500000000,2200000,STK
1746,111710,KR7111710000,남화산업,KOSDAQ,중견기업부,4000,2,-35,-0.87,3980,4060,3980,2045,8233725,82352000000,20588000,KSQ
1747,060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,1110,2,-9,-0.8,1110,1127,1075,341601,374577309,82252746030,74101573,KSQ
1748,007590,KR7007590003,동방아그로,KOSPI,,6040,2,-30,-0.49,6070,6080,6010,4995,30146575,82250165080,13617577,STK
1749,145170,KR7145170007,노브랜드,KOSDAQ,중견기업부,4845,1,210,4.53,4645,5290,4555,1304502,6545311691,81921222225,16908405,KSQ
1750,012690,KR7012690004,모나리자,KOSPI,,2240,1,15,0.67,2225,2260,2200,235739,526313017,81919611200,36571255,STK
1751,027830,KR7027830009,대성창투,KOSDAQ,중견기업부,1516,1,1,0.07,1505,1544,1500,132854,200471375,81864000000,54000000,KSQ
1752,208140,KR7208140004,정다운,KOSDAQ,우량기업부,2500,1,5,0.2,2505,2505,2495,57498,143717810,81710615000,32684246,KSQ
1753,424980,KR7424980001,마이크로투나노,KOSDAQ,기술성장기업부,13800,3,0,0.0,13800,13950,13510,21884,299529410,81680682000,5918890,KSQ
1754,452400,KR7452400005,이닉스,KOSDAQ,우량기업부,9000,3,0,0.0,9000,9250,8820,38084,346499310,81642852000,9071428,KSQ
